id,name,old_tabs,new_tabs,changed,confidence,rationale,approved,comments
19710,Ring of suffering (i),"Melee,Prayer","Melee,Range,Mage",yes,medium,Imbued all-around defensive ring (all styles) -> Melee + Range + Mage; +4 prayer incidental. Dropped Prayer.,Yes,
19732,Lucky impling jar,"Hunter,Misc",Hunter,yes,medium,Hunter-caught impling jar (89 Hunter) -> Hunter (Hunter keeps its outputs). Dropped Misc.,Yes,
19921,Ancient d'hide boots,"Prayer,Range","Cosmetics,Range,Prayer",yes,medium,God-blessed d'hide ranged boots (prayer bonus + god theme) -> Cosmetics + Range + Prayer (matches batch-5 god d'hide ruling). Added Cosmetics. (All 6 god d'hide boots.),Yes,
19941,Heavy casket,"Cosmetics,Misc","Cosmetics,Melee",yes,medium,"200-elite-clue milestone reward, wieldable as a weapon (iron-warhammer stats) -> Cosmetics + Melee. Dropped Misc.",Yes,
20002,Dragon scimitar ornament kit,"Cosmetics,Melee",Cosmetics,yes,medium,Standalone ornament KIT (no stats) -> Cosmetics only. Dropped Melee. (Contrast: the assembled (or) weapon keeps Melee.),Yes,
20038,Samurai shirt,Cosmetics,"Cosmetics,Melee",yes,medium,Master-clue decorative armour with real melee-style defence (35 Def) -> Cosmetics + Melee. Added Melee. (Whole samurai set.),Yes,
20251,Arceuus banner,"Cosmetics,Melee","Cosmetics,Melee",no,high,Wieldable house banner with real melee stats (+12) -> Cosmetics + Melee.,Yes,
20372,Saradomin godsword (or),"Cosmetics,Melee","Cosmetics,Melee,Prayer",yes,medium,"SGS special restores prayer (defining, per batch-5 SGS ruling) -> Cosmetics + Melee + Prayer. Added Prayer. (AGS/BGS/ZGS (or) stay Melee.)",Yes,
20390,Shark,"Melee,Misc","Melee,Range,Mage",yes,medium,"LMS minigame-locked high-heal combat food (heals 20), not cookable variant -> Melee + Range + Mage. Dropped Misc.",Yes,
20405,Abyssal whip,"Melee,Misc",Melee,yes,medium,"LMS minigame-locked melee weapon -> Melee. Dropped Misc. (Pattern for all LMS weapons/armour: functional combat tab, drop Misc.)",Yes,
20523,Catalytic rune pack,"Mage,Misc,Slayer",Mage,yes,medium,LMS rune supply pack (catalytic runes for casting) -> Mage. Dropped Misc/Slayer.,Yes,
20548,Super energy(4),"Agility + Thieving,Misc",Agility + Thieving,yes,medium,LMS run-energy-restore potion (not brewable variant) -> Agility + Thieving (run energy). Dropped Misc.,Yes,
20585,Amulet of power,"Melee,Misc","Melee,Range,Mage",yes,medium,All-round amulet (+6 all attack styles) -> Melee + Range + Mage. Dropped Misc.,Yes,
20611,Ancient signet,"Construction,Quests",Construction,yes,medium,POH ancient/occult altar build requirement; quest-locked-but-usable -> Construction. Dropped Quests.,Yes,
20661,Tangleroot,"Cosmetics,Farming",Cosmetics,yes,medium,Farming skilling pet -> Cosmetics (pets drop the skill). Dropped Farming. (Same: rift guardian drops Runecraft.),Yes,
20696,Bruma kindling,Woodcutting + Firemaking,"Fletching,Woodcutting + Firemaking",yes,medium,Fletched from bruma root (knife = Fletching output) + burned in braziers -> Fletching + WC+FM. Added Fletching.,Yes,
20718,Burnt page,"Mage,Woodcutting + Firemaking",Mage,yes,medium,"Charges the tome of fire (a Mage item) -> Mage. Dropped WC+FM (Wintertodt drop source, not a Firemaking I/O).",Yes,
20720,Bruma torch,"Hunter,Woodcutting + Firemaking",Woodcutting + Firemaking,yes,medium,Wintertodt warm-clothing + tinderbox-replacement brazier lighter -> WC+FM. Dropped spurious Hunter.,Yes,
20724,Imbued heart,"Mage,Slayer",Mage,yes,medium,Magic-level-boost item (used anywhere) -> Mage; superior-slayer drop source is not a slayer-task lock. Dropped Slayer.,Yes,
20742,Empty jug pack,"Cooking,Herblore,Slayer",Cooking,yes,medium,Pack of empty jugs (wine-making Cooking container) -> Cooking. Dropped Herblore (jugs aren't Herblore containers) + spurious Slayer.,Yes,
20760,Ardougne max cape,"Cosmetics,Misc","Cosmetics,Teleports",yes,medium,MAX-CAPE FAMILY [your call]: max cape (all-99 prestige -> Cosmetics) fused with Ardougne cloak 4 (diary teleports -> Teleports). Dropped Misc.,Yes,
20786,Ring of wealth (i5),Misc,"Teleports,Misc",yes,medium,Imbued ring of wealth: 5 teleport charges (Teleports) + drop/clue effect (Misc). Added Teleports.,Yes,
20799,Kindling,"Fletching,Woodcutting + Firemaking",Woodcutting + Firemaking,yes,medium,"CoX kindling chopped from saplings (WC) + burned (FM); dropped spurious Fletching (no knife/fletch step). CONTRAST bruma kindling (fletched, keeps Fletching).",Yes,
20849,Dragon thrownaxe,"Range,Slayer",Range,yes,medium,Ranged throwing weapon (61 Range); wyrm/drake/hydra drop is not a slayer-task lock. Dropped spurious Slayer.,Yes,
20862,Brawk fish (3),Cooking,"Cooking,Melee,Range,Mage",yes,medium,"Cooked CoX raid food heals 14 (>=12) -> Cooking + all combat styles (raid-locked, NO Slayer). (CoX fish/bats >=12 heal.)",Yes,
20901,Grimy noxifer,Herblore,"Farming,Herblore",yes,medium,Herb harvested from a Farming patch (Farming output) + cleaned for potions (Herblore). Added Farming to match clean herb. (All CoX grimy herbs.),Yes,
20977,Xeric's aid (1),"Herblore,Misc","Herblore,Melee,Range,Mage",yes,medium,"CoX defensive PvM potion (heals HP + boosts Defence), used in all combat styles like Saradomin brew -> Herblore + Melee + Range + Mage (raid-locked, no Slayer). Dropped Misc.",Yes,
20989,Overload (1),"Herblore,Melee","Herblore,Melee,Range,Mage",yes,medium,CoX overload boosts ALL combat stats -> Herblore + Melee + Range + Mage. Added Range/Mage. (All overload doses.),Yes,
20892,Medivaemia blossom,Quests,Misc,yes,medium,CoX Vespula-fight mechanic item (feeds lux grubs) -> Misc. Dropped spurious Quests.,Yes,
21012,Dragon hunter crossbow,"Range,Slayer",Range,yes,medium,"Dragonbane crossbow (70 Range); anti-dragon bonus is a monster-type effect, not a slayer-task lock (like demonbane). Dropped Slayer.",Yes,
21031,Infernal harpoon,"Cooking,Fishing","Cooking,Fishing,Melee",yes,medium,Auto-cooking fishing harpoon (Fishing + Cooking) + wieldable melee weapon -> Cooking + Fishing + Melee. Added Melee to match dragon harpoon.,no,"no one actuaqlly uses this to fight with, it's only good for fishing, pleawe put it in fishing only as that is the tool it is for. You can't cook with it, it just cooks automatiocally as a part of it's function."
21046,Ancient tablet,Misc,Teleports,yes,medium,Unlocks the Mount Quidamortem teleport on Xeric's talisman -> Teleports.,Yes,
21047,Torn prayer scroll,"Prayer,Quests",Prayer,yes,medium,"Consumable scroll unlocking the Preserve prayer -> Prayer. Dropped Quests (CoX drop, not a quest item).",Yes,
21060,Bandos godsword (quest decoration),Quests,Misc,yes,medium,"Unobtainable Misthalin Mystery decoration BGS (alch 0, useless) -> Misc (can't be obtained). Dropped Quests.",Yes,
21061,Graceful hood (Agility Arena),Agility + Thieving,"Agility + Thieving,Cosmetics",yes,medium,Agility Arena graceful recolour (functional + cosmetic) -> Agility + Thieving + Cosmetics.,Yes,
19835,Clue scroll (master),Misc,Misc,no,high,Master Treasure Trail clue -> Misc (spot-check; all clue scrolls Misc).,Yes,
20933,Twisted (+)(1),"Herblore,Range","Herblore,Range",no,high,Xeric's twisted combat potion (ranged boost) -> Herblore + Range (spot-check).,Yes,
20997,Twisted bow,Range,Range,no,high,CoX rare Ranged 2h bow (85 Range) -> Range (spot-check).,Yes,
