id,name,old_tabs,new_tabs,changed,rationale,confidence
17,"Grail bell","Quests","Quests",no,"Quest item used only in Holy Grail. No ongoing use, so Quests only.",high
18,"Magic gold feather","Quests","Quests",no,"Quest item used only in Holy Grail. No ongoing use, so Quests only.",high
19,"Holy grail","Quests","Quests",no,"Quest item used in Holy Grail and King's Ransom. No skill or combat use, so Quests only.",high
20,"White cog","Quests","Quests",no,"Quest item used only in Clock Tower. No ongoing use, so Quests only.",high
21,"Black cog","Quests","Quests",no,"Quest item used only in Clock Tower. No ongoing use, so Quests only.",high
22,"Blue cog","Quests","Quests",no,"Quest item used only in Clock Tower. No ongoing use, so Quests only.",high
23,"Red cog","Quests","Quests",no,"Quest item used only in Clock Tower. No ongoing use, so Quests only.",high
24,"Rat poison","Quests","Quests",no,"Quest item used in Clock Tower and Ratcatchers. No general skill use, so Quests only.",high
25,"Red vine worm","Fishing,Quests","Quests",yes,"Quest-only bait for the giant carp in Fishing Contest, with no role in normal Fishing. Removed Fishing.",medium
26,"Fishing trophy","Quests","Quests",no,"Quest reward from Fishing Contest with no ongoing use, so Quests only.",high
27,"Fishing pass","Quests","Quests",no,"Quest item used only to enter the Fishing Contest. No ongoing use, so Quests only.",high
28,"Insect repellent","Quests","Quests",no,"Consumable used in quest steps such as collecting beehive wax. No general skill use, so Quests.",medium
30,"Bucket of wax","Quests","Quests",no,"Quest item used in Merlin's Crystal and Troll Romance. No ongoing use, so Quests only.",high
34,"Lit candle","Misc","Misc",no,"Discontinued, unobtainable variant of the candle with no function, so Misc.",medium
35,"Excalibur","Melee,Quests","Quests",yes,"A quest sword from Merlin's Crystal, a low-use curiosity rather than a real loadout weapon, so Quests per the audit ruling. Flagged to confirm versus blurite sword.",medium
36,"Candle","Woodcutting + Firemaking","Woodcutting + Firemaking",no,"A basic light source lit with a tinderbox, a Firemaking-domain utility item, so Woodcutting + Firemaking.",medium
38,"Black candle","Quests","Quests",no,"Quest-specific candle used only in Merlin's Crystal, so Quests only.",high
39,"Bronze arrowtips","Fletching,Mining + Smithing,Range","Fletching",yes,"Smithed from a bronze bar; its only further step is fletching onto arrows, so under inputs-only it sits in Fletching, not Mining + Smithing or Range.",high
40,"Iron arrowtips","Fletching,Mining + Smithing,Range","Fletching",yes,"Smithed from an iron bar; its only further step is fletching onto arrows, so Fletching, not Mining + Smithing or Range.",high
41,"Steel arrowtips","Fletching,Mining + Smithing,Range","Fletching",yes,"Smithed from a steel bar; its only further step is fletching onto arrows, so Fletching, not Mining + Smithing or Range.",high
42,"Mithril arrowtips","Fletching,Mining + Smithing,Range","Fletching",yes,"Smithed from a mithril bar; its only further step is fletching onto arrows, so Fletching, not Mining + Smithing or Range.",high
43,"Adamant arrowtips","Fletching,Mining + Smithing,Range","Fletching",yes,"Smithed from an adamant bar; its only further step is fletching onto arrows, so Fletching, not Mining + Smithing or Range.",high
44,"Rune arrowtips","Fletching,Mining + Smithing,Range","Fletching",yes,"Smithed from a runite bar; its only further step is fletching onto arrows, so Fletching, not Mining + Smithing or Range.",high
45,"Opal bolt tips","Fletching,Range","Fletching",yes,"A Fletching material made from a cut opal and attached to bolts. Consumed by Fletching, so Fletching only, not Range.",high
46,"Pearl bolt tips","Fletching,Range","Fletching",yes,"A Fletching material made from oyster pearls and attached to bolts. Consumed by Fletching, so Fletching only, not Range.",high
47,"Barb bolttips","Fletching,Range","Fletching",yes,"A Fletching material attached to bronze bolts to make barbed bolts. Consumed by Fletching, so Fletching only, not Range.",high
48,"Longbow (u)","Fletching","Fletching",no,"An unstrung bow with a further fletching step (stringing), so it stays in Fletching.",high
50,"Shortbow (u)","Fletching","Fletching",no,"An unstrung bow with a further fletching step (stringing), so it stays in Fletching.",high
52,"Arrow shaft","Fletching","Fletching",no,"A basic Fletching material cut from logs and consumed by Fletching, so Fletching only.",high
53,"Headless arrow","Fletching","Fletching",no,"A Fletching intermediate made from shafts and feathers, consumed by Fletching, so Fletching only.",high
54,"Oak shortbow (u)","Fletching,Range","Fletching",yes,"An unstrung bow with a further fletching step, so Fletching only. Removed Range.",high
56,"Oak longbow (u)","Fletching,Range","Fletching",yes,"An unstrung bow with a further fletching step, so Fletching only. Removed Range.",high
58,"Willow longbow (u)","Fletching,Range","Fletching",yes,"An unstrung bow with a further fletching step, so Fletching only. Removed Range.",high
60,"Willow shortbow (u)","Fletching,Range","Fletching",yes,"An unstrung bow with a further fletching step, so Fletching only. Removed Range.",high
62,"Maple longbow (u)","Fletching,Range","Fletching",yes,"An unstrung bow with a further fletching step, so Fletching only. Removed Range.",high
64,"Maple shortbow (u)","Fletching,Range","Fletching",yes,"An unstrung bow with a further fletching step, so Fletching only. Removed Range.",high
66,"Yew longbow (u)","Fletching,Range","Fletching",yes,"An unstrung bow with a further fletching step, so Fletching only. Removed Range.",high
68,"Yew shortbow (u)","Fletching,Range","Fletching",yes,"An unstrung bow with a further fletching step, so Fletching only. Removed Range.",high
70,"Magic longbow (u)","Fletching,Range","Fletching",yes,"An unstrung bow with a further fletching step, so Fletching only. Removed Range.",high
72,"Magic shortbow (u)","Fletching,Range","Fletching",yes,"An unstrung bow with a further fletching step, so Fletching only. Removed Range.",high
74,"Khazard helmet","Quests","Quests",no,"Quest equipment from Fight Arena. Equippable with minor defence but an obscure quest piece, so Quests.",medium
75,"Khazard armour","Quests","Quests",no,"Quest equipment from Fight Arena. Equippable but weaker than bronze and not used as real armour, so Quests.",medium
76,"Khazard cell keys","Quests","Quests",no,"Quest key used only in Fight Arena, so Quests only.",high
77,"Khali brew","Quests","Quests",no,"Quest consumable used only in Fight Arena, so Quests only.",high
78,"Ice arrows","Quests,Range","Quests",yes,"A Temple of Ikov quest item. Technically equippable ammo but a quest curiosity, not standard ranged ammunition, so Quests. Removed Range.",medium
83,"Lever","Quests","Quests",no,"Quest item used only in Temple of Ikov, so Quests only.",high
84,"Staff of armadyl","Quests","Quests",no,"The quest version of the staff used in Temple of Ikov, not equippable, so Quests only.",high
85,"Shiny key","Quests","Quests",no,"Quest shortcut key from Temple of Ikov, so Quests only.",high
86,"Pendant of lucien","Quests","Quests",no,"Equippable quest access item with no combat stats, so Quests only.",high
87,"Armadyl pendant","Quests","Quests",no,"Equippable quest access item with no combat stats, so Quests only.",high
88,"Boots of lightness","Agility + Thieving","Agility + Thieving",no,"Permanent weight-reducing boots used to save run energy, a functional Agility item, so Agility + Thieving.",high
90,"Child's blanket","Quests","Quests",no,"Quest item used only in Monk's Friend, so Quests only.",high
91,"Guam potion (unf)","Herblore","Herblore",no,"An unfinished potion, a Herblore intermediate. Herblore keeps its outputs, so Herblore.",high
93,"Marrentill potion (unf)","Herblore","Herblore",no,"An unfinished potion, a Herblore intermediate, so Herblore.",high
95,"Tarromin potion (unf)","Herblore","Herblore",no,"An unfinished potion, a Herblore intermediate, so Herblore.",high
97,"Harralander potion (unf)","Herblore","Herblore",no,"An unfinished potion, a Herblore intermediate, so Herblore.",high
99,"Ranarr potion (unf)","Herblore","Herblore",no,"An unfinished potion, a Herblore intermediate, so Herblore.",high
101,"Irit potion (unf)","Herblore","Herblore",no,"An unfinished potion, a Herblore intermediate, so Herblore.",high
103,"Avantoe potion (unf)","Herblore","Herblore",no,"An unfinished potion, a Herblore intermediate, so Herblore.",high
105,"Kwuarm potion (unf)","Herblore","Herblore",no,"An unfinished potion, a Herblore intermediate, so Herblore.",high
107,"Cadantine potion (unf)","Herblore","Herblore",no,"An unfinished potion, a Herblore intermediate, so Herblore.",high
109,"Dwarf weed potion (unf)","Herblore","Herblore",no,"An unfinished potion, a Herblore intermediate, so Herblore.",high
111,"Torstol potion (unf)","Herblore","Herblore",no,"An unfinished potion, a Herblore intermediate, so Herblore.",high
113,"Strength potion(4)","Herblore,Melee","Herblore,Melee",no,"Boosts Strength for melee. Herblore keeps potions and it is used while melee training, so Herblore and Melee.",high
115,"Strength potion(3)","Herblore,Melee","Herblore,Melee",no,"Boosts Strength for melee, so Herblore and Melee.",high
117,"Strength potion(2)","Herblore,Melee","Herblore,Melee",no,"Boosts Strength for melee, so Herblore and Melee.",high
119,"Strength potion(1)","Herblore,Melee","Herblore,Melee",no,"Boosts Strength for melee, so Herblore and Melee.",high
121,"Attack potion(3)","Herblore,Melee","Herblore,Melee",no,"Boosts Attack for melee, so Herblore and Melee.",high
123,"Attack potion(2)","Herblore,Melee","Herblore,Melee",no,"Boosts Attack for melee, so Herblore and Melee.",high
125,"Attack potion(1)","Herblore,Melee","Herblore,Melee",no,"Boosts Attack for melee, so Herblore and Melee.",high
127,"Restore potion(3)","Herblore","Herblore",no,"Restores reduced combat stats, a Herblore utility consumable, so Herblore only.",high
129,"Restore potion(2)","Herblore","Herblore",no,"Restores reduced combat stats, a Herblore utility consumable, so Herblore only.",high
131,"Restore potion(1)","Herblore,Melee","Herblore",yes,"Restores reduced combat stats, a Herblore utility consumable, so Herblore only. Removed Melee for consistency with the other doses.",high
133,"Defence potion(3)","Herblore,Melee","Herblore,Melee",no,"Boosts Defence, used while melee training, so Herblore and Melee.",high
135,"Defence potion(2)","Herblore,Melee","Herblore,Melee",no,"Boosts Defence, used while melee training, so Herblore and Melee.",high
137,"Defence potion(1)","Herblore,Melee","Herblore,Melee",no,"Boosts Defence, used while melee training, so Herblore and Melee.",high
139,"Prayer potion(3)","Herblore,Prayer,Slayer","Herblore,Prayer,Slayer",no,"Restores Prayer points. Made in Herblore, a Prayer-restoring consumable, and a staple on slayer tasks.",high
141,"Prayer potion(2)","Herblore,Prayer,Slayer","Herblore,Prayer,Slayer",no,"Restores Prayer points, so Herblore, Prayer, and Slayer.",high
143,"Prayer potion(1)","Herblore,Prayer,Slayer","Herblore,Prayer,Slayer",no,"Restores Prayer points, so Herblore, Prayer, and Slayer.",high
145,"Super attack(3)","Herblore,Melee,Slayer","Herblore,Melee,Slayer",no,"Boosts Attack for melee and is a standard slayer-task consumable, so Herblore, Melee, and Slayer.",high
147,"Super attack(2)","Herblore,Melee,Slayer","Herblore,Melee,Slayer",no,"Boosts Attack for melee and used on slayer tasks, so Herblore, Melee, and Slayer.",high
149,"Super attack(1)","Herblore,Melee,Slayer","Herblore,Melee,Slayer",no,"Boosts Attack for melee and used on slayer tasks, so Herblore, Melee, and Slayer.",high
151,"Fishing potion(3)","Fishing,Herblore","Fishing,Herblore",no,"A finished potion that boosts Fishing. Herblore keeps potions and it is used while fishing, so Herblore and Fishing.",high
153,"Fishing potion(2)","Fishing,Herblore","Fishing,Herblore",no,"Boosts Fishing, so Herblore and Fishing.",high
155,"Fishing potion(1)","Fishing,Herblore","Fishing,Herblore",no,"Boosts Fishing, so Herblore and Fishing.",high
157,"Super strength(3)","Herblore,Melee,Slayer","Herblore,Melee,Slayer",no,"Boosts Strength for melee and is a standard slayer-task consumable.",high
159,"Super strength(2)","Herblore,Melee,Slayer","Herblore,Melee,Slayer",no,"Boosts Strength for melee and used on slayer tasks.",high
161,"Super strength(1)","Herblore,Melee,Slayer","Herblore,Melee,Slayer",no,"Boosts Strength for melee and used on slayer tasks.",high
163,"Super defence(3)","Herblore,Melee,Slayer","Herblore,Melee,Slayer",no,"Boosts Defence, used while melee training and on slayer tasks.",high
165,"Super defence(2)","Herblore,Melee,Slayer","Herblore,Melee,Slayer",no,"Boosts Defence, used while melee training and on slayer tasks.",high
167,"Super defence(1)","Herblore,Melee,Slayer","Herblore,Melee,Slayer",no,"Boosts Defence, used while melee training and on slayer tasks.",high
169,"Ranging potion(3)","Herblore,Range,Slayer","Herblore,Range,Slayer",no,"Boosts Ranged and is a standard slayer-task consumable, so Herblore, Range, and Slayer.",high
171,"Ranging potion(2)","Herblore,Range,Slayer","Herblore,Range,Slayer",no,"Boosts Ranged and used on slayer tasks, so Herblore, Range, and Slayer.",high
173,"Ranging potion(1)","Herblore,Range,Slayer","Herblore,Range,Slayer",no,"Boosts Ranged and used on slayer tasks, so Herblore, Range, and Slayer.",high
175,"Antipoison(3)","Herblore","Herblore",no,"A poison-curing utility consumable made in Herblore, not a style loadout item, so Herblore only.",high
177,"Antipoison(2)","Herblore","Herblore",no,"A poison-curing utility consumable, so Herblore only.",high
179,"Antipoison(1)","Herblore","Herblore",no,"A poison-curing utility consumable, so Herblore only.",high
181,"Superantipoison(3)","Herblore","Herblore",no,"A poison-curing utility consumable made in Herblore, so Herblore only.",high
183,"Superantipoison(2)","Herblore","Herblore",no,"A poison-curing utility consumable, so Herblore only.",high
185,"Superantipoison(1)","Herblore","Herblore",no,"A poison-curing utility consumable, so Herblore only.",high
187,"Weapon poison","Herblore,Melee","Herblore,Melee",no,"A Herblore product applied to weapons for poison damage, used mainly on melee weapons, so Herblore and Melee.",medium
189,"Zamorak brew(3)","Herblore,Melee","Herblore,Melee",no,"Boosts Attack and Strength at a cost, used in melee, so Herblore and Melee.",high
191,"Zamorak brew(2)","Herblore,Melee","Herblore,Melee",no,"Boosts Attack and Strength, used in melee, so Herblore and Melee.",high
193,"Zamorak brew(1)","Herblore,Melee","Herblore,Melee",no,"Boosts Attack and Strength, used in melee, so Herblore and Melee.",high
195,"Potion","Misc","Misc",no,"A novelty free sample from the Apothecary with no real function, so Misc.",medium
197,"Poison chalice","Misc","Misc",no,"A novelty drink with a random effect and no real function, so Misc.",medium
199,"Grimy guam leaf","Farming,Herblore","Farming,Herblore",no,"A grimy herb, harvested from a Farming patch and cleaned in Herblore, so Farming and Herblore.",high
201,"Grimy marrentill","Herblore","Farming,Herblore",yes,"A grimy herb grown via Farming and cleaned in Herblore, so Farming and Herblore. Added Farming for consistency.",high
203,"Grimy tarromin","Herblore","Farming,Herblore",yes,"A grimy herb grown via Farming and cleaned in Herblore, so Farming and Herblore. Added Farming for consistency.",high
205,"Grimy harralander","Herblore","Farming,Herblore",yes,"A grimy herb grown via Farming and cleaned in Herblore, so Farming and Herblore. Added Farming for consistency.",high
207,"Grimy ranarr weed","Farming,Herblore","Farming,Herblore",no,"A grimy herb grown via Farming and cleaned in Herblore, so Farming and Herblore.",high
209,"Grimy irit leaf","Herblore","Farming,Herblore",yes,"A grimy herb grown via Farming and cleaned in Herblore, so Farming and Herblore. Added Farming for consistency.",high
211,"Grimy avantoe","Herblore","Farming,Herblore",yes,"A grimy herb grown via Farming and cleaned in Herblore, so Farming and Herblore. Added Farming for consistency.",high
213,"Grimy kwuarm","Farming,Herblore","Farming,Herblore",no,"A grimy herb grown via Farming and cleaned in Herblore, so Farming and Herblore.",high
215,"Grimy cadantine","Farming,Herblore","Farming,Herblore",no,"A grimy herb grown via Farming and cleaned in Herblore, so Farming and Herblore.",high
217,"Grimy dwarf weed","Farming,Herblore","Farming,Herblore",no,"A grimy herb grown via Farming and cleaned in Herblore, so Farming and Herblore.",high
219,"Grimy torstol","Farming,Herblore","Farming,Herblore",no,"A grimy herb grown via Farming and cleaned in Herblore, so Farming and Herblore.",high
221,"Eye of newt","Herblore","Herblore",no,"A Herblore secondary used to make attack potions, so Herblore.",high
223,"Red spiders' eggs","Herblore","Herblore",no,"A Herblore secondary used to make restore and other potions, so Herblore.",high
225,"Limpwurt root","Farming,Herblore","Farming,Herblore",no,"A Herblore secondary grown via Farming, so Farming and Herblore.",high
227,"Vial of water","Herblore","Herblore",no,"The base liquid for making potions, a Herblore input, so Herblore.",high
229,"Vial","Herblore","Herblore",no,"An empty vial filled with water to make potions, a Herblore input, so Herblore.",high
231,"Snape grass","Farming,Herblore","Farming,Herblore",no,"A Herblore secondary grown via Farming, so Farming and Herblore.",high
233,"Pestle and mortar","Herblore,Misc","Herblore",yes,"A tool that crushes Herblore ingredients, so Herblore. Dropped Misc since its home is the Herblore toolset.",high
235,"Unicorn horn dust","Herblore","Herblore",no,"A Herblore secondary used in antipoisons, so Herblore.",high
237,"Unicorn horn","Herblore","Herblore",no,"Ground into unicorn horn dust for Herblore, a Herblore input, so Herblore.",high
239,"White berries","Farming,Herblore","Farming,Herblore",no,"A Herblore secondary grown via Farming, so Farming and Herblore.",high
241,"Dragon scale dust","Herblore","Herblore",no,"A Herblore secondary made by grinding a blue dragon scale, so Herblore.",high
243,"Blue dragon scale","Herblore","Herblore",no,"Ground into dragon scale dust for Herblore, a Herblore secondary, so Herblore.",high
245,"Wine of zamorak","Herblore","Herblore",no,"A Herblore secondary used to make ranging potions, so Herblore.",high
247,"Jangerberries","Farming,Herblore","Farming,Herblore",no,"A Herblore secondary grown via Farming, so Farming and Herblore.",high
249,"Guam leaf","Farming,Herblore","Herblore",yes,"A clean herb, produced by cleaning rather than harvested, used to make potions, so Herblore only. Removed Farming.",high
251,"Marrentill","Herblore,Prayer","Herblore,Prayer",no,"A clean herb used in Herblore potions and to light incense burners for Prayer experience, so Herblore and Prayer.",medium
253,"Tarromin","Farming,Herblore","Herblore",yes,"A clean herb produced by cleaning rather than harvested, so Herblore only. Removed Farming.",high
255,"Harralander","Farming,Herblore","Herblore",yes,"A clean herb produced by cleaning rather than harvested, so Herblore only. Removed Farming.",high
257,"Ranarr weed","Farming,Herblore","Herblore",yes,"A clean herb produced by cleaning rather than harvested, so Herblore only. Removed Farming.",high
259,"Irit leaf","Herblore","Herblore",no,"A clean herb used to make potions, so Herblore.",high
261,"Avantoe","Farming,Herblore","Herblore",yes,"A clean herb produced by cleaning rather than harvested, so Herblore only. Removed Farming.",high
263,"Kwuarm","Farming,Herblore","Herblore",yes,"A clean herb produced by cleaning rather than harvested, so Herblore only. Removed Farming.",high
265,"Cadantine","Farming,Herblore","Herblore",yes,"A clean herb produced by cleaning rather than harvested, so Herblore only. Removed Farming.",high
267,"Dwarf weed","Herblore","Herblore",no,"A clean herb used to make ranging potions, so Herblore.",high
269,"Torstol","Farming,Herblore","Herblore",yes,"A clean herb produced by cleaning rather than harvested, so Herblore only. Removed Farming.",high
271,"Pressure gauge","Quests","Quests",no,"Quest item used only in Ernest the Chicken, so Quests only.",high
272,"Fish food","Misc","Misc",no,"A minor utility item used to feed pet fish and in a couple of quest steps, so Misc.",medium
273,"Poison","Quests","Quests",no,"Quest item used in Ernest the Chicken and Hazeel Cult, so Quests.",high
274,"Poisoned fish food","Quests","Quests",no,"Quest item used in Ernest the Chicken, so Quests.",high
275,"Key","Misc,Quests","Quests",yes,"A quest key used only in Ernest the Chicken, so Quests. Removed Misc.",high
276,"Rubber tube","Quests","Quests",no,"Quest item used only in Ernest the Chicken, so Quests only.",high
277,"Oil can","Quests","Quests",no,"Quest item used only in Ernest the Chicken, so Quests only.",high
278,"Cattleprod","Quests","Quests",no,"A Sheep Herder quest item. Equippable as a weak weapon but a quest curiosity, so Quests.",medium
279,"Sheep feed","Quests","Quests",no,"Quest item used only in Sheep Herder, so Quests only.",high
280,"Sheep bones (1)","Quests","Quests",no,"A Sheep Herder quest drop, not a buryable prayer bone, so Quests, not Prayer.",high
281,"Sheep bones (2)","Quests","Quests",no,"A Sheep Herder quest drop, not a buryable prayer bone, so Quests, not Prayer.",high
282,"Sheep bones (3)","Quests","Quests",no,"A Sheep Herder quest drop, not a buryable prayer bone, so Quests, not Prayer.",high
283,"Sheep bones (4)","Quests","Quests",no,"A Sheep Herder quest drop, not a buryable prayer bone, so Quests, not Prayer.",high
284,"Plague jacket","Quests","Quests",no,"Quest armour from Sheep Herder with no combat stats, so Quests only.",high
285,"Plague trousers","Quests","Quests",no,"Quest armour from Sheep Herder with no combat stats, so Quests only.",high
286,"Orange goblin mail","Quests","Quests",no,"A quest item that players cannot normally wear, so Quests only.",high
287,"Blue goblin mail","Quests","Quests",no,"A quest item that players cannot normally wear, so Quests only.",high
288,"Goblin mail","Quests","Quests",no,"Goblin armour used in Land of the Goblins, not normally wearable, so Quests.",high
290,"Research package","Quests","Quests",no,"Quest item used only in Rune Mysteries, so Quests only.",high
291,"Research notes","Quests","Quests",no,"Quest item used only in Rune Mysteries, so Quests only.",high
292,"Book on baxtorian","Quests","Quests",no,"Quest reference book for the Waterfall Quest, so Quests only.",high
293,"Key","Misc,Quests","Quests",yes,"A quest key used in the Waterfall and Roving Elves quests, so Quests. Removed Misc.",high
294,"Glarial's pebble","Quests","Quests",no,"Quest item for the Waterfall Quest and Roving Elves, so Quests only.",high
295,"Glarial's amulet","Quests","Quests",no,"Equippable quest access item with no combat stats, so Quests only.",high
296,"Glarial's urn","Quests","Quests",no,"Quest item for the Waterfall Quest, so Quests only.",high
298,"Key","Misc,Quests","Quests",yes,"A quest key from the Waterfall Dungeon, so Quests. Removed Misc.",high
299,"Mithril seeds","Misc","Misc",no,"A novelty item that plants decorative flowers anywhere, not a real Farming seed, so Misc.",medium
300,"Rat's tail","Quests","Quests",no,"Quest drop used only in Witch's Potion, so Quests only.",high
301,"Lobster pot","Fishing","Fishing",no,"A Fishing tool used to catch lobsters, an input to Fishing, so Fishing.",high
303,"Small fishing net","Fishing,Hunter","Fishing,Hunter",no,"Used to catch small fish in Fishing and as part of a Hunter net trap, so Fishing and Hunter.",high
305,"Big fishing net","Fishing","Fishing",no,"A Fishing tool used at net fishing spots, an input to Fishing, so Fishing.",high
307,"Fishing rod","Fishing","Fishing",no,"A Fishing tool, an input to Fishing, so Fishing.",high
309,"Fly fishing rod","Fishing","Fishing",no,"A Fishing tool for fly fishing, so Fishing.",high
311,"Harpoon","Fishing","Fishing",no,"A Fishing tool for harpoon fishing, so Fishing.",high
313,"Fishing bait","Fishing","Fishing",no,"Bait used with a fishing rod, an input to Fishing, so Fishing.",high
314,"Feather","Fishing,Fletching","Fishing,Fletching",no,"Used as fly-fishing bait and as a Fletching material for arrows, darts, and bolts, so Fishing and Fletching.",high
317,"Raw shrimps","Cooking,Fishing","Cooking,Fishing",no,"Caught via Fishing and cooked in Cooking. Fishing is exempt and keeps its catches.",high
321,"Raw anchovies","Cooking,Fishing","Cooking,Fishing",no,"Caught via Fishing and cooked in Cooking, so Fishing and Cooking.",high
323,"Burnt fish","Cooking","Cooking",no,"A burnt Cooking result with no combat use, so Cooking only.",high
325,"Sardine","Melee","Cooking,Mage,Melee,Range,Slayer",yes,"Cooked food eaten as healing in any combat style, so Cooking plus all four combat tabs.",high
327,"Raw sardine","Cooking,Fishing","Cooking,Fishing",no,"Caught via Fishing and cooked in Cooking, so Fishing and Cooking.",high
329,"Salmon","Melee","Cooking,Mage,Melee,Range,Slayer",yes,"Cooked food eaten as healing in any combat style, so Cooking plus all four combat tabs.",high
331,"Raw salmon","Cooking,Fishing","Cooking,Fishing",no,"Caught via Fishing and cooked in Cooking, so Fishing and Cooking.",high
333,"Trout","Melee","Cooking,Mage,Melee,Range,Slayer",yes,"Cooked food eaten as healing in any combat style, so Cooking plus all four combat tabs.",high
335,"Raw trout","Cooking,Fishing","Cooking,Fishing",no,"Caught via Fishing and cooked in Cooking, so Fishing and Cooking.",high
337,"Giant carp","Cooking,Fishing,Quests","Quests",yes,"A Fishing Contest quest item that is technically edible but not a normal food source, so Quests.",medium
338,"Raw giant carp","Fishing,Quests","Quests",yes,"A quest item caught only during Fishing Contest, not part of normal Fishing, so Quests.",medium
341,"Raw cod","Cooking,Fishing","Cooking,Fishing",no,"Caught via Fishing and cooked in Cooking, so Fishing and Cooking.",high
343,"Burnt fish","Cooking","Cooking",no,"A burnt Cooking result with no combat use, so Cooking only.",high
345,"Raw herring","Cooking,Fishing","Cooking,Fishing",no,"Caught via Fishing and cooked in Cooking, so Fishing and Cooking.",high
347,"Herring","Melee","Cooking,Mage,Melee,Range,Slayer",yes,"Cooked food eaten as healing in any combat style, so Cooking plus all four combat tabs.",high
349,"Raw pike","Cooking,Fishing","Cooking,Fishing",no,"Caught via Fishing and cooked in Cooking, so Fishing and Cooking.",high
353,"Raw mackerel","Cooking,Fishing","Cooking,Fishing",no,"Caught via Fishing and cooked in Cooking, so Fishing and Cooking.",high
355,"Mackerel","Melee","Cooking,Mage,Melee,Range,Slayer",yes,"Cooked food eaten as healing in any combat style, so Cooking plus all four combat tabs.",high
357,"Burnt fish","Cooking","Cooking",no,"A burnt Cooking result with no combat use, so Cooking only.",high
359,"Raw tuna","Cooking,Fishing","Cooking,Fishing",no,"Caught via Fishing and cooked in Cooking, so Fishing and Cooking.",high
363,"Raw bass","Cooking,Fishing","Cooking,Fishing",no,"Caught via Fishing and cooked in Cooking, so Fishing and Cooking.",high
367,"Burnt fish","Cooking","Cooking",no,"A burnt Cooking result with no combat use, so Cooking only.",high
369,"Burnt fish","Cooking","Cooking",no,"A burnt Cooking result with no combat use, so Cooking only.",high
371,"Raw swordfish","Cooking,Fishing","Cooking,Fishing",no,"Caught via Fishing and cooked in Cooking, so Fishing and Cooking.",high
373,"Swordfish","Melee","Cooking,Mage,Melee,Range,Slayer",yes,"Cooked food eaten as healing in any combat style, so Cooking plus all four combat tabs.",high
375,"Burnt swordfish","Cooking","Cooking",no,"A burnt Cooking result with no combat use, so Cooking only.",high
377,"Raw lobster","Cooking,Fishing","Cooking,Fishing",no,"Caught via Fishing and cooked in Cooking, so Fishing and Cooking.",high
379,"Lobster","Melee","Cooking,Mage,Melee,Range,Slayer",yes,"Cooked food eaten as healing in any combat style, so Cooking plus all four combat tabs.",high
381,"Burnt lobster","Cooking","Cooking",no,"A burnt Cooking result with no combat use, so Cooking only.",high
383,"Raw shark","Cooking,Fishing","Cooking,Fishing",no,"Caught via Fishing and cooked in Cooking, so Fishing and Cooking.",high
385,"Shark","Melee,Slayer","Cooking,Mage,Melee,Range,Slayer",yes,"Cooked food eaten as healing in any combat style, so Cooking plus all four combat tabs.",high
387,"Burnt shark","Cooking","Cooking",no,"A burnt Cooking result with no combat use, so Cooking only.",high
389,"Raw manta ray","Cooking,Fishing","Cooking,Fishing",no,"Caught via Fishing and cooked in Cooking, so Fishing and Cooking.",high
391,"Manta ray","Melee,Slayer","Cooking,Mage,Melee,Range,Slayer",yes,"Cooked food eaten as healing in any combat style, so Cooking plus all four combat tabs.",high
393,"Burnt manta ray","Cooking","Cooking",no,"A burnt Cooking result with no combat use, so Cooking only.",high
