id,name,old_tabs,new_tabs,changed,confidence,rationale,approved,comments
29192,"Sunlight moth mix (2)","Hunter,Melee","Hunter,Melee",no,medium,"JUDGMENT CALL (no change): Hunter butterfly/moth mix that restores stats+HP (not a melee boost). Confirm whether heal/restore mixes should keep Melee.",,
29409,"Sunbeam ale","Melee,Misc","Melee,Misc",no,medium,"JUDGMENT CALL (no change): skill-boost ale (boosts Agility+Strength). Preserved source tags. Confirm whether skill-boost brews belong in the boosted-skill tab or Misc.",,
29974,"Prescription goggles","Herblore","Herblore",no,medium,"JUDGMENT CALL (no change): Mixology alchemist's XP-boost outfit piece. Confirm whether skilling-XP outfits belong in the skill tab or Cosmetics (inputs-only rule suggests Cosmetics).",,
29664,"Sigil of the adroit","Melee,Misc","Melee,Misc",no,medium,"JUDGMENT CALL (no change): Deadman sigil giving accuracy in ALL styles but tagged Melee. Sigil of meticulousness (same all-style effect) is Misc. Confirm consistency.",,
29806,"Aranea boots","Range,Slayer","Range,Slayer",no,medium,"JUDGMENT CALL (no change): araxyte tribrid boots (magic/ranged/melee bonuses) tagged Range, Slayer. Confirm whether to add Mage/Melee.",,
30376,"Amulet of the monarchs","Melee,Misc","Melee,Misc",no,medium,"JUDGMENT CALL (no change): Grid Master all-style amulet (+30 every style) tagged Melee, Misc. Confirm whether all-style accessories (also emperor ring, thousand-dragon ward, gloves of the damned) should be Mage/Melee/Range.",,
28616,"Pheasant cape","Cosmetics,Woodcutting + Firemaking","Cosmetics,Woodcutting + Firemaking",no,high,"Sanity row: Forestry-event Woodcutting cosmetic costume -> Woodcutting + Firemaking, Cosmetics.",,
29022,"Blood moon chestplate","Melee","Melee",no,high,"Sanity row: Blood Moon (Lunar Chest) melee armour -> Melee.",,
29356,"Blessed dragon bones","Prayer","Prayer",no,high,"Sanity row: Ralos blessed-bone Prayer method -> Prayer.",,
30020,"Mixalot","Herblore","Herblore",no,high,"Sanity row: Varlamorian Mixology potion -> Herblore.",,
