id,name,old_tabs,new_tabs,changed,confidence,rationale,approved,comments
5003,Cave eel,Melee,Cooking,yes,medium,"BOUNDARY: heals variable 8-12 (often <12). Treated sub-12: added Cooking, dropped Melee. Confirm.",Yes,"Confirmed, good call"
5988,Cooked sweetcorn,"Cooking,Melee",Cooking,yes,high,Heals ~10 (<12). Dropped Melee per 12+ rule.,Yes,
6703,Potato with butter,"Cooking,Melee","Cooking,Melee,Range,Mage,Slayer",yes,high,Heals 14 (12+). Added Range/Mage/Slayer (source only had Melee).,Yes,
7054,Chilli potato,"Cooking,Melee","Cooking,Melee,Range,Mage,Slayer",yes,high,Heals 14 (12+). Added all combat tabs.,Yes,
5741,Mature wmb,"Herblore,Mage","Cooking,Mage",yes,high,Brewed ale (not Herblore) boosting Magic. Fixed wrong Herblore->Cooking.,Yes,
5825,Axeman's folly(4),"Cooking,Farming","Cooking,Woodcutting + Firemaking",yes,high,Keg of ale boosting Woodcutting. Fixed wrong Farming->WC+FM.,Yes,
6739,Dragon axe,"Melee,Woodcutting + Firemaking",Woodcutting + Firemaking,yes,high,Woodcutting hatchet (skilling tool + weak weapon). Dropped Melee per skilling-tool rule.,Yes,
6313,Opal machete,Fletching,Woodcutting + Firemaking,yes,medium,Jungle-cutting (Woodcutting) tool. Fixed wrong Fletching->WC+FM.,Yes,
5440,Onions(1),Farming,"Cooking,Farming",yes,high,Sack of onions; normalized to match single Onion (Cooking+Farming).,Yes,
5408,Bananas(1),"Farming,Hunter","Cooking,Farming",yes,high,"Sack of bananas; dropped bogus Hunter, added Cooking (matches single Banana).",Yes,
5998,Yanillian hops,Farming,"Cooking,Farming",yes,high,Brewing hops; normalized to add Cooking (matches other hops).,Yes,
6656,Camo helmet,"Cosmetics,Hunter",Cosmetics,yes,medium,Cosmetic Drill Demon reward; dropped bogus Hunter (camo gives no Hunter effect).,Yes,
6666,Flippers,"Fishing,Misc,Slayer",Misc,yes,low,"LOW CONF: underwater-running utility (Mogre drop, not slayer/fishing gear). Dropped Fishing/Slayer.",Yes,
6891,Arena book,Mage,Misc,yes,medium,Readable MTA lore book (no function) -> Misc per lore-book rule.,Yes,
4708,Ahrim's hood,Mage,Mage,no,high,Spot-check: magic head armour (Barrows). No change.,Yes,
4716,Dharok's helm,Melee,Melee,no,high,Spot-check: melee head armour (Barrows). No change.,Yes,
5527,Air tiara,Runecraft,Runecraft,no,high,Spot-check: infused tiara worn to access the air altar. No change.,Yes,
6332,Mahogany logs,"Construction,Woodcutting + Firemaking","Construction,Woodcutting + Firemaking",no,high,Spot-check: construction-wood logs (not fletchable). No change.,Yes,
