id,name,old_tabs,new_tabs,changed,confidence,rationale,approved,comments
11128,Berserker necklace,Melee,Melee,no,high,INCIDENTAL-PRAYER RULE: +3 prayer on a DPS neck is incidental -> no Prayer tab.,Yes,
11061,Ancient mace,"Melee,Prayer,Quests","Melee,Prayer",yes,high,"Prayer-drain special + 25 Prayer req = defining -> Melee+Prayer. Usable post-quest, dropped Quests.",Yes,
11806,Saradomin godsword,"Melee,Prayer","Melee,Prayer",no,medium,Special restores prayer (defining mechanic) -> kept Prayer (contrast other godswords = Melee only).,Yes,
11802,Armadyl godsword,Melee,Melee,no,high,"+8 prayer is a passive perk, not why it's worn -> Melee only.",Yes,
11893,Decorative armour,"Melee,Misc","Melee,Cosmetics",yes,medium,DECORATIVE-GEAR RULE: Castle Wars decorative armour with stats -> Cosmetics + combat tab. Replaced Misc.,Yes,
12532,Dragon sq shield ornament kit,"Cosmetics,Melee",Cosmetics,yes,high,ORNAMENT/COLOUR KIT RULE: pure-cosmetic kit (no function) -> Cosmetics only.,Yes,
12769,Frozen whip mix,"Cosmetics,Melee,Slayer",Cosmetics,yes,high,Cosmetic whip recolour (no bonuses) -> Cosmetics only.,Yes,
12608,Book of war,"Melee,Prayer,Quests","Melee,Prayer",yes,medium,GOD-BOOK RULE: god's style (Bandos=Melee) + Prayer; usable -> dropped Quests.,Yes,
12610,Book of law,"Prayer,Quests,Range","Prayer,Range",yes,medium,Armadyl god book = Range + Prayer; dropped Quests.,Yes,
12617,Armadyl page 1,"Mage,Misc",Range,yes,medium,GOD-BOOK-PAGE RULE: aligned to book's style. FIXED wrong Mage (Armadyl book gives ranged).,Yes,
12613,Bandos page 1,"Melee,Misc",Melee,yes,medium,Torn page for Bandos (melee) book of war.,Yes,
11505,Antifire mix(2),Herblore,Herblore,no,high,ANTIFIRE RULE: dragonfire resistance is not a combat-stat boost -> Herblore only.,Yes,
11951,Extended antifire(4),"Herblore,Melee",Herblore,yes,medium,Antifire -> Herblore only (dropped Melee).,Yes,
12402,Nardah teleport,Misc,Teleports,yes,high,Consumable teleport scroll -> Teleports.,yes,
12775,Annakarl teleport,Misc,Teleports,yes,high,Ancient Magicks teleport tablet -> Teleports.,yes,
11741,Rimmington teleport,Misc,Teleports,yes,high,House-portal teleport tablet -> Teleports.,yes,
12625,Stamina potion(4),"Agility + Thieving,Herblore,Misc","Agility + Thieving,Herblore",yes,medium,Run-energy potion / agility-course staple; dropped Misc. (Energy potions = Herblore only; stamina kept Agility.),yes,
12637,Saradomin halo,"Melee,Prayer","Cosmetics,Prayer",yes,medium,Castle Wars prayer halo (prestige) -> Cosmetics + Prayer (defence incidental). Dropped Melee.,yes,
12819,Elysian sigil,"Melee,Misc,Prayer","Melee,Prayer",yes,medium,"Sigil takes its spirit shield's tabs (elysian = Melee,Prayer). Dropped Misc.",yes,
12833,Holy elixir,"Misc,Prayer",Prayer,yes,medium,Consumed (85 Prayer) to bless a spirit shield -> Prayer.,yes,
12817,Elysian spirit shield,"Melee,Prayer","Melee,Prayer",no,medium,"Kept Prayer: prayer-REQUIRED defensive shield (75 Prayer req) treated as prayer-category gear, unlike incidental +prayer.",yes,
12002,Occult necklace,"Mage,Slayer",Mage,yes,high,SPURIOUS-SLAYER RULE: smoke-devil drop but general-use magic gear -> Mage only.,yes,
12006,Abyssal tentacle,"Melee,Slayer",Melee,yes,high,General-use melee whip -> Melee only (dropped slayer-drop Slayer).,yes,
12004,Kraken tentacle,"Melee,Slayer","Melee,Mage",yes,medium,Upgrade material -> abyssal tentacle (Melee) + enhanced tridents (Mage). Dropped Slayer.,yes,
11832,Bandos chestplate,"Melee,Slayer",Melee,yes,high,General melee strength body -> Melee (dropped spurious Slayer).,yes,
12728,Air rune pack,"Mage,Slayer","Mage,Runecraft",yes,high,Runes -> Mage + Runecraft. Dropped spurious Slayer.,yes,
11877,Empty vial pack,"Herblore,Slayer",Herblore,yes,high,Vials (Herblore). Dropped spurious Slayer.,yes,
11881,Feather pack,"Fishing,Fletching,Range,Slayer","Fishing,Fletching",yes,medium,Feathers = fishing bait + fletching input (not Range ammo). Dropped Range/Slayer.,yes,
10971,Eel sushi,"Cooking,Melee",Cooking,yes,high,WIKI-VERIFIED heals 10 HP (sub-12) -> Cooking only. Dropped stray Melee.,yes,
10976,Long bone,"Construction,Prayer","Construction,Prayer",no,high,WIKI-VERIFIED: Barlak Construction XP AND buriable 15.1 Prayer XP -> kept both.,NO,"Although this follows the rules, no one would ever purposely bury a long-bone when it can be traded for construction materials, and therefore should be dropped from thiis tab to avoid confusing players. One-off call"
11090,Phoenix necklace,Melee,"Melee,Range,Mage",yes,medium,Style-agnostic emergency heal worn in any combat. Added Range/Mage.,Yes,
12009,Soft clay pack,"Construction,Crafting,Mining + Smithing",Crafting,yes,medium,Soft clay = pottery (Crafting). Dropped Construction/Mining+Smithing (obtained-from-mining is not a use).,Yes,
11159,Hunter kit,"Hunter,Mage",Hunter,yes,medium,"Box of Hunter gear; output of a Lunar spell, not a Mage input. Dropped Mage.",Yes,
11338,Chewed bones,Prayer,"Prayer,Woodcutting + Firemaking",yes,medium,"Pyre-ship bones (Firemaking + Prayer XP), like mangled bones. Added WC+FM.",Yes,
12658,Iban's staff (u),"Mage,Quests",Mage,yes,high,Upgraded Iban's staff (magic weapon); usable post-quest. Dropped Quests.,Yes,
10877,Plain satchel,"Cooking,Quests",Cosmetics,yes,medium,Tower of Life novelty shield-slot item; cosmetic emote enhancer only (no food role).,Yes,
11709,Cursed goblin staff,Mage,Cosmetics,yes,high,Goblin Invasion event fun weapon (no real stats) -> Cosmetics.,Yes,
12810,Ironman helm,Cosmetics,"Cosmetics,Melee",yes,medium,Ironman helm (iron defence stats); harmonized with ironman platebody/legs. Added Melee.,Yes,
12835,Community pumpkin,Cosmetics,Misc,yes,low,JMod community event-spawner item (like holiday tool). LOW confidence - verify it isn't a wearable cosmetic.,Yes,"Can't be obtained, doesn't matter. Set it misc and forget it"
