id,name,old_tabs,new_tabs,changed,confidence,rationale,approved,comments
23288,Frog slippers,Cosmetics,Cosmetics,no,medium,Cosmetic footwear that counts as Wintertodt warm-clothing; kept Cosmetics-only (vs +WC+FM).,,
23354,Amulet of power (t),"Cosmetics,Melee","Cosmetics,Mage,Melee,Range",yes,medium,Trimmed all-style amulet (+6 all attack) -> add Range/Mage (glory rule).,,
23446,Giant easter egg,Cosmetics,Cosmetics,no,high,Easter event novelty -> Cosmetics (event-item rule).,,
23490,Larran's key,"Misc,Slayer",Slayer,yes,medium,Wilderness (Krystilia) slayer-task-locked chest key -> Slayer; drop Misc.,,
23533,Cooked karambwan,Misc,"Mage,Melee,Range",yes,high,LMS combo-eat food (heals 18) -> Melee+Range+Mage; drop Misc (LMS functional-food rule).,,
23559,Sanfew serum(4),"Herblore,Misc,Prayer",Prayer,yes,medium,"LMS restore potion (minigame variant, not brewable) -> Prayer; drop Herblore/Misc.",,
23575,Saradomin brew(4),"Herblore,Melee,Misc","Mage,Melee,Range",yes,medium,LMS defensive heal (all styles) -> Melee+Range+Mage; drop Herblore/Misc.,,
23593,Barrows gloves,"Melee,Misc","Mage,Melee,Range",yes,medium,LMS all-style best gloves (bonuses to all attack styles) -> Melee+Range+Mage.,,
23613,Staff of the dead,"Mage,Misc","Mage,Melee",yes,medium,LMS bladed staff (real melee + magic) -> Mage + Melee (matches staff of light).,,
23640,Amulet of fury,"Melee,Misc","Mage,Melee,Range",yes,medium,LMS all-style amulet (+10 all attack) -> Melee+Range+Mage; prayer +5 incidental.,,
23785,Ardougne knight helm,"Melee,Quests","Cosmetics,Quests",yes,medium,SOTE quest disguise armour (quest-bound) -> Quests + Cosmetics; drop Melee.,,
23830,Corrupted dust,"Herblore,Misc",Herblore,yes,medium,Gauntlet potion ingredient (egniol) -> Herblore; drop Misc. Gauntlet-materials family.,,
23837,Corrupted ore,"Mining + Smithing,Quests",Mining + Smithing,yes,medium,Gauntlet mined armour material -> Mining + Smithing; drop Quests.,,
23838,Phren bark,Quests,Woodcutting + Firemaking,yes,medium,Gauntlet chopped armour material -> WC + FM; drop Quests.,,
23840,Corrupted helm (basic),Melee,"Mage,Melee,Range",yes,medium,"Gauntlet all-style armour (+attack/defence all styles, switch-style vs Hunllef) -> M+R+Mage. All 9 corrupted/crystal armour pieces.",,
23874,Paddlefish,"Cooking,Quests","Cooking,Mage,Melee,Range",yes,medium,Gauntlet high-heal food (20) -> Cooking + Melee + Range + Mage; drop Quests.,,
23882,Egniol potion (1),"Herblore,Misc,Prayer","Agility + Thieving,Prayer",yes,medium,Gauntlet potion (restores prayer + run energy/stamina) -> Prayer + Agility + Thieving; drop Herblore/Misc.,,
23886,Crystal helm (basic),Melee,"Mage,Melee,Range",yes,medium,Gauntlet all-style armour -> M+R+Mage (same as corrupted family).,,
23907,Imbued tephra,"Misc,Runecraft",Mining + Smithing,yes,medium,Zalcano skilling-boss projectile (mine/refine/imbue) -> Mining + Smithing; drop Misc/Runecraft.,,
23908,Zalcano shard,"Cosmetics,Mining + Smithing",Cosmetics,yes,high,Cosmetic-only dragon pickaxe upgrade kit -> Cosmetics; drop Mining + Smithing.,No,For the same season as the fishing sack. Feels wrong to have this outside of mining and smithing. We should discuss further rare Collection log items and whether or not they deserve to be in the associated SKILLING tab (likely disqualifies a lot of boss CLOG drops)
23943,Elven signet,"Melee,Misc",Misc,yes,medium,Charge-saving utility ring (no combat stats) -> Misc; drop Melee.,,
23953,Crystal tool seed,"Fishing,Fletching,Mining + Smithing,Misc","Fishing,Mining + Smithing,Woodcutting + Firemaking",yes,medium,Precursor for crystal axe/harpoon/pickaxe -> three tool skills; drop Fletching/Misc.,,
23956,Crystal armour seed,"Crafting,Range",Range,yes,medium,Precursor for crystal (ranged) armour -> Range; drop Crafting.,,
23962,Crystal shard,"Crafting,Herblore,Misc",Misc,yes,medium,Generic multi-use crystal currency -> Misc; drop Crafting/Herblore.,,
23975,Crystal body,"Range,Slayer",Range,yes,high,Crystal (ranged-bonus) armour -> Range; drop Slayer (stacks with slayer helm but not slayer-locked).,,
23983,Crystal bow,"Quests,Range",Range,yes,high,Crystal ranged weapon (usable post-Roving Elves) -> Range; drop Quests.,,
22941,Rada's blessing 1,"Fishing,Misc",Fishing,yes,high,Ammo-slot Kourend blessing; 2% double-catch (wiki); drop Misc.,,
23489,Wine of zamorak,Herblore,Herblore,no,high,Confirmed Herblore secondary for ranging/bastion potions (wiki); kept Herblore.,,
