id,name,old_tabs,new_tabs,changed,confidence,rationale,approved,comments
26463,Void knight top (or),"Cosmetics,Misc","Cosmetics,Mage,Melee,Range",yes,medium,"RULE: void body/robe/gloves worn across all styles -> Mage,Melee,Range. CONFIRM vs base (non-or) void set tagging.",,
26528,Shattered cannon ornament kit,"Cosmetics,Range",Cosmetics,yes,medium,Recolour kit -> Cosmetics; dropped Range.,,
26549,Portable waystone,Misc,Teleports,yes,medium,Leagues item that whisks player to locations -> Teleports.,,
26577,Plain of mud sphere,"Misc,Quests",Teleports,yes,medium,Goblin Cave teleport sphere -> Teleports; dropped Misc/Quests.,,
26589,Snothead's bone,"Prayer,Quests",Quests,yes,medium,Hopespear's Will miniquest collectible; dropped Prayer (not a buryable bone). All 5 priest bones.,,
26598,Desert bait,Fishing,Cosmetics,yes,medium,Birthday event one-time bait -> Cosmetics (event-only).,,
26637,Burnt pizza (cookout),Cooking,Cosmetics,yes,medium,Birthday cookout item -> Cosmetics; dropped Cooking (event-only).,,
26749,Calamity chest,"Melee,Misc","Melee,Misc",no,medium,"FLAG: Emir's Arena Calamity hybrid armour kept Melee,Misc; it is a Str/Range/Magic hybrid set - could be all combat styles.",,
26815,Ring of the elements,"Misc,Runecraft","Runecraft,Teleports",yes,medium,Teleports to elemental altars -> Teleports; Wintertodt warm-clothing use omitted (could add WC+FM).,,
26901,Abyssal protector,Cosmetics,"Cosmetics,Runecraft",yes,medium,GotR (Runecraft minigame) pet keeps its skill tab.,,
26914,Amulet of the eye,"Misc,Runecraft","Runecraft,Teleports",yes,medium,Unlimited teleport to Temple of the Eye (Runecraft hub).,,
26945,Pharaoh's sceptre (uncharged),"Melee,Misc","Agility + Thieving,Teleports",yes,medium,Pyramid Plunder (Thieving) teleport sceptre; weapon use negligible -> dropped Melee/Misc. Confirm.,,
26967,Circlet of water (uncharged),"Mage,Quests",Quests,yes,medium,Desert-heat utility quest reward; dropped Mage (not Magic gear).,,
27098,Elder maul ornament kit,"Cosmetics,Melee",Cosmetics,yes,medium,Recolour kit -> Cosmetics; dropped Melee.,,
27165,Saradomin halo,"Melee,Misc,Prayer","Misc,Prayer",yes,medium,LMS halo; dropped Melee to align with Guthix/Zamorak halos.,,
27219,Fang,"Misc,Quests",Misc,yes,medium,ToA MVP trophy drop; dropped Quests (not a quest item). Aligns scarab dung/big banana/eldritch ashes -> Misc.,,
27253,Elidinis' ward (or),"Cosmetics,Mage","Cosmetics,Mage,Prayer",yes,medium,Cosmetic ward retains the (f) prayer bonus; added Prayer.,,
26482,Abyssal whip (or),"Cosmetics,Melee,Slayer","Cosmetics,Melee",yes,medium,Abyssal whip = deferred rare drop; dropped Slayer (matches slayer-loadout deferral).,,
