id,name,old_tabs,new_tabs,changed,confidence,rationale,approved,comments
8942,Monkey,"Hunter,Misc","Hunter,Agility + Thieving",yes,medium,Caught in Trouble Brewing for Hunter AND Agility XP -> Hunter+Agility; dropped Misc.,Yes,
8950,Pirate hat,Misc,Cosmetics,yes,medium,Decorative pirate head item (no combat stats) -> Cosmetics.,Yes,
8972,Bowl of red water,"Cooking,Misc",Cooking,yes,medium,Trouble Brewing ingredient that gives Cooking XP in the hopper -> Cooking.,Yes,
8977,Scrapey bark,Misc,Cooking,yes,medium,Knifed from scrapey logs and placed in the hopper for Cooking XP -> Cooking.,Yes,
9013,Skull sceptre,"Mage,Misc","Mage,Teleports",yes,medium,Teleports to the Stronghold and autocasts Arceuus combat spells -> Mage+Teleports.,Yes,
9016,Gorak claws,"Herblore,Quests",Herblore,yes,medium,Ground into the magic-essence secondary; usable post-quest -> Herblore (dropped Quests).,Yes,
9021,Magic essence(4),"Herblore,Mage,Quests","Herblore,Mage",yes,medium,"Herblore potion that boosts Magic +3, usable post-quest -> Herblore+Mage (dropped Quests).",Yes,
9026,Ivory comb,"Agility + Thieving,Misc",Misc,yes,medium,"Pyramid Plunder vendor loot (sold to Simon Templeton), not a skill input -> Misc. Dropped Agility+Thieving across the artefact family.",No,"There are very few inputs for thieving and agility, so having the outputs that are unique to these skills is okay. For exmaple marks of grace are an outpu/currency, can go in. This comb is an output, unique, acts as currency. Keys from wealthy citizens, output and input. Valuables, output and currency. That are unique to this skills though, gems can be stolen from a gem stall and are not unique as they are a crafting input, so not categorized here. Same with cakes from bakers stall, etc"
9044,Pharaoh's sceptre,Misc,Teleports,yes,medium,Charged desert-teleport sceptre (Xeric's-talisman-like) -> Teleports.,Yes,
9054,Red goblin mail,Misc,Quests,yes,medium,Dyed goblin armour used in the goblin quest line (unwearable by players) -> Quests. Normalized the dyed-goblin-mail family.,Yes,
9076,Lunar ore,"Mining + Smithing,Quests",Mining + Smithing,yes,medium,Mined at 60 Mining and smelted into lunar bar -> Mining+Smithing (dropped Quests).,Yes,
9081,Suqah leather,Quests,Crafting,yes,medium,Tanned suqah hide sewn into lunar armour -> Crafting (dropped Quests).,Yes,
9084,Lunar staff,"Mage,Quests,Slayer",Mage,yes,medium,Magic staff (65 Magic) used on the Lunar spellbook -> Mage; dropped Quests AND erroneous Slayer.,Yes,
9088,Guam vial,"Herblore,Quests",Quests,yes,medium,Quest-INTERNAL Waking Sleep Potion step with no post-quest use -> Quests (dropped Herblore). Contrast with magic essence which IS usable post-quest.,Yes,
9096,Lunar helm,"Mage,Quests",Mage,yes,medium,"Magic-armour head (65 Magic), buyable post-quest from Perdu -> Mage (dropped Quests). Whole lunar set treated this way.",Yes,
9141,Steel bolts,Range,"Fletching,Range",yes,high,Fletched crossbow bolts -> added Fletching for consistency with the rest of the bolt family.,Yes,
9185,Rune crossbow,"Fletching,Range,Slayer","Fletching,Range",yes,medium,A fletched Ranged crossbow -> dropped erroneous Slayer.,Yes,
9189,Sapphire bolt tips,"Crafting,Fletching,Range","Fletching,Range",yes,medium,Chiselled from cut gems (a Fletching action) and attached to bolts -> Fletching+Range; dropped Crafting (gem-cutting is an upstream precursor step).,Yes,
9416,Mith grapple tip,"Agility + Thieving,Mining + Smithing,Range","Fletching,Mining + Smithing",yes,medium,Smithed then Fletching-attached to a bolt (precursor to the grapple) -> Mining+Smithing+Fletching; dropped downstream Agility/Range.,Yes,
9419,Mith grapple,"Agility + Thieving,Fletching,Range","Agility + Thieving,Range",yes,medium,"Finished grapple fired from a crossbow for Agility shortcuts -> Agility+Range; dropped Fletching (it is the use-tab, not a Fletching input).",Yes,
9434,Bolt mould,"Crafting,Range",Crafting,yes,medium,A Crafting tool for casting silver bolts -> Crafting; dropped Range.,Yes,
9436,Sinew,"Crafting,Fletching","Cooking,Crafting",yes,medium,Cooked from raw meat (Cooking) and spun into crossbow string on a wheel (Crafting) -> Cooking+Crafting; the Fletching tag was wrong.,No,"Remove from Cooking, this is likely a singular gut-feel exception"
9454,Bronze crossbow (u),"Fletching,Range",Fletching,yes,medium,"Unstrung crossbow (a Fletching intermediate, not yet a usable weapon) -> Fletching; dropped Range. Same for all (u) crossbows/stocks/limbs.",Yes,
9468,Sawdust,Construction,Misc,yes,medium,No-use sawmill byproduct -> Misc; dropped Construction.,Yes,
9469,Grand seed pod,"Farming,Misc","Farming,Teleports",yes,medium,Single-use Grand Tree teleport that grants 100 Farming XP when launched -> Farming+Teleports.,No,"Teleport only, giving XP is not the same as being an actual input or output of the skill"
9625,Crystal saw,"Construction,Quests",Construction,yes,medium,Permanent Construction tool granting a +3 Construction boost -> Construction (dropped Quests).,Yes,
9640,Citizen top,Quests,Cosmetics,yes,medium,Meiyerditch disguise outfit -> Cosmetics. Normalized Vyrewatch + Citizen disguise outfits to Cosmetics.,No,"Keep this in quests and cosmetic, as it's only real use is in quests though you can still wear it for cosmetic afterwards, that's not it's intended use"
9672,Proselyte sallet,"Melee,Prayer,Quests","Melee,Prayer",yes,medium,"Prayer-bonus melee Temple Knight helm, usable/tradeable -> Melee+Prayer (dropped Quests).",Yes,
9691,Water rune,"Quests,Runecraft",Quests,yes,medium,Quest-only 'rune' that cannot cast spells (Slug Menace) -> Quests; dropped Runecraft. Applied to all five quest runes.,Yes,
9729,Elemental helmet,"Mage,Quests",Mage,yes,medium,"Magic helmet (magic defence), tradeable/usable post-quest -> Mage (dropped Quests).",Yes,
9731,Mind shield,"Mage,Slayer",Mage,yes,medium,Magic shield (magic defence) -> Mage; dropped erroneous Slayer.,Yes,
9739,Combat potion(4),"Herblore,Melee","Herblore,Melee",no,high,Herblore potion that boosts Attack and Strength -> Herblore+Melee.,Yes,
9747,Attack cape,Melee,"Melee,Cosmetics",yes,medium,BIG RULE CALL: skillcape = level-99 prestige/fashion cape. Added Cosmetics to ALL skillcapes (their hoods were already Cosmetics+skill). Kept the skill tab too. Please confirm you want Cosmetics added to every 99 cape.,Yes,Good call on cosmetics for skill capes
9813,Quest point cape,Quests,"Quests,Cosmetics",yes,medium,"All-quests prestige cape -> Quests+Cosmetics (added Cosmetics, matching the skillcape treatment).",Yes,
9903,Farming manual,"Farming,Quests",Misc,yes,medium,Readable Farming guide book (not a Farming input) -> Misc.,Yes,
9944,Bomber jacket,"Cosmetics,Quests",Cosmetics,yes,medium,Enlightened Journey costume-reward body item -> Cosmetics (dropped Quests).,Yes,
9988,Roast beast meat,"Cooking,Melee",Cooking,yes,medium,Cooked food with sub-12 heal -> Cooking only; dropped Melee (matches the cave-eel sub-12 rule).,Yes,
10069,Spotted cape,Hunter,"Agility + Thieving,Hunter",yes,medium,Weight-reducing cape made from Hunter fur -> Agility+Hunter; added Agility+Thieving to match the spottier cape.,Yes,
10077,Spiky vambraces,"Crafting,Range",Range,yes,medium,Leather ranger hand armour (kebbit claws attached) -> Range; dropped the Crafting making-step. Normalized ALL spiky vambrace variants to Range.,Yes,
10085,Black spiky vambraces,"Hunter,Melee",Range,yes,medium,Black dragonhide ranger hand armour -> Range; dropped erroneous Hunter/Melee (it is ranger armour with a minor +2 str).,Yes,
10113,Kebbit claws,"Hunter,Range","Hunter,Crafting",yes,medium,"Hunter drop attached to vambraces via Crafting -> Hunter+Crafting; dropped Range (the resulting vambraces are Range, not the claws).",Yes,
10115,Dark kebbit fur,"Agility + Thieving,Hunter",Hunter,yes,medium,Hunter fur used to make gloves of silence -> Hunter; dropped downstream Agility+Thieving for fur-family consistency.,Yes,
10138,Raw rainbow fish,"Cooking,Fishing,Hunter","Cooking,Fishing",yes,medium,A Fishing catch that is cooked; only the bait (stripy feather) is Hunter -> Cooking+Fishing (dropped Hunter).,Yes,
10146,Orange salamander,"Hunter,Melee","Hunter,Melee,Range,Mage",yes,medium,Hunter-caught multi-style weapon (scorch=melee/flare=ranged/blaze=magic) -> Hunter+Melee+Range+Mage. Applied to all salamanders + swamp lizard.,Unsure,"Verify, my understanding is that this is ranged. Check witki and go with results there, expand search to conversations on reddit for verification if wiki is ambiguous"
10173,Bird book,"Hunter,Quests",Quests,yes,medium,Eagles' Peak quest book -> Quests; dropped Hunter.,Yes,
10280,Willow comp bow,"Cosmetics,Range",Range,yes,medium,Functional Ranged composite bow (Treasure Trail reward) -> Range; dropped erroneous Cosmetics (yew/magic comp bows were Range only).,Yes,
