id,name,old_tabs,new_tabs,changed,confidence,rationale,approved,comments
31077,"On migration patterns","Hunter","Misc",yes,medium,"Lore book; dropped Hunter (lore-book rule; also 31079).",,
31088,"Avernic treads","Melee,Slayer","Melee",yes,medium,"Tribrid boots (Doom of Mokhaiotl); dropped Slayer (not a slayer boss; tribrid Mage/Range flagged; also variants 31092-31097).",,
31099,"Mokhaiotl waystone","Misc","Teleports",yes,high,"Consumable teleport to the Ruins of Mokhaiotl.",,
31111,"Demon tear","Misc,Quests","Misc",yes,medium,"Multi-use charge/material; dropped spurious Quests.",,
31133,"Venator bow","Cosmetics","Misc",yes,medium,"JMod bot-busting tool (unobtainable); dropped Cosmetics (JMod-tool rule; matches the bulwark tool).",,
31139,"Blue moon armour set","Melee","Mage",yes,medium,"GE set placeholder for the MAGIC Blue Moon set; corrected Melee mis-tag.",,
31142,"Eclipse moon armour set","Melee,Misc","Range",yes,medium,"GE set placeholder for the RANGED Eclipse Moon set; corrected Melee/Misc mis-tag.",,
31172,"Battlehat","Cosmetics,Melee,Slayer","Cosmetics,Melee",yes,medium,"Grid Master all-style hat; dropped Slayer (event reward; all-style Mage/Range flagged).",,
31288,"Sailing cape","Sailing","Cosmetics,Sailing",yes,medium,"Sailing skillcape; added Cosmetics (skillcape rule; matches the hood).",,
31386,"Ironwood pyre logs","Prayer,Sailing,Woodcutting + Firemaking","Prayer,Woodcutting + Firemaking",yes,medium,"Shades of Mort'ton cremation logs; dropped Sailing (ironwood source incidental).",,
31412,"Golden haddock","Construction,Fishing,Sailing","Fishing,Sailing",yes,medium,"Rare fish caught fishing/trawling; dropped Construction (unstuffed-fish family).",,
31422,"Stuffed huge halibut","Construction,Fishing,Sailing","Construction,Fishing",yes,medium,"Stuffed rare fish (POH mount); dropped Sailing (stuffed-fish family).",,
31443,"Teleport to boat","Misc,Sailing","Sailing,Teleports",yes,medium,"Magic tablet teleporting the player to their boat; dropped Misc (teleport rule).",,
31466,"Hemp yarn","Construction,Crafting,Sailing","Crafting,Sailing",yes,medium,"Spun (Crafting) for trawling nets/sails (Sailing); dropped Construction (matches linen/cotton yarn).",,
31502,"Camphor sapling","Farming","Farming,Sailing",yes,medium,"Farming sapling for a camphor (Sailing) tree; added Sailing (also rosewood 31508).",,
31547,"Camphor seed","Farming,Fletching","Farming,Sailing",yes,medium,"Tree seed for a camphor (Sailing) tree; dropped spurious Fletching, added Sailing (also 31549/31551).",,
31572,"Squid beak","Sailing","Fletching,Sailing",yes,medium,"Fletching material for wooden blowpipes (Sailing-fish drop); added Fletching.",,
31579,"Ironwood blowpipe","Fletching,Range,Sailing","Fletching,Range",yes,medium,"Fletched Ranged blowpipe; dropped Sailing (ironwood source incidental).",,
31614,"Extreme energy potion(4)","Herblore","Agility + Thieving,Herblore",yes,medium,"Herblore run-energy potion; added Agility + Thieving (matches stamina potions; also doses 31617/31620/31623).",,
31686,"Raw red crab meat","Cooking,Fishing","Cooking,Sailing",yes,medium,"Raw crab meat (cut, cookable); corrected Fishing to Sailing (crab-meat family).",,
31764,"Crystal glider's trousers","Agility + Thieving,Cosmetics,Sailing","Cosmetics,Sailing",yes,medium,"Sailing-trial cosmetic outfit; dropped Agility + Thieving (access requirement, not a function).",,
31834,"Bottle of potterington's marrow wine","Farming,Sailing","Sailing",yes,medium,"Sea-charting collectible drink; dropped flavour-based Farming (bottle-family normalisation; ~12 such bottles).",,
31886,"Bottle of elidinis's life water","Melee,Prayer,Sailing","Sailing",yes,medium,"Sea-charting collectible drink; dropped flavour-based Melee/Prayer (bottle-family normalisation).",,
31940,"Adamant incendiary cannonball","Sailing","Mining + Smithing,Sailing",yes,medium,"Smithed boat-cannon incendiary ammo; added Mining + Smithing (matches lower-tier incendiary balls; also rune 31942).",,
31957,"Narwhal horn knife","Crafting,Fletching,Sailing","Crafting,Sailing",yes,medium,"Crafted (51 Crafting) from a narwhal horn; dropped spurious Fletching.",,
31976,"Camphor repair kit","Sailing","Construction,Sailing",yes,medium,"Boat repair kit (Construction-made); added Construction (matches other repair kits).",,
32020,"Large bronze keel parts","Sailing","Mining + Smithing,Sailing",yes,medium,"Smithed sloop keel part; added Mining + Smithing (matches other large keel parts; also dragon 32038).",,
32096,"Angler's paint","Cosmetics,Sailing","Construction,Sailing",yes,medium,"Boat-trim paint (Construction + Sailing); corrected Cosmetics (paint family).",,
32328,"Yellowfin","Cooking,Fishing,Melee","Cooking,Sailing",yes,medium,"Cooked deep-sea fish food; dropped Fishing/Melee (high-heal-food rule flagged; also halibut 32336, marlin 32352).",,
32360,"Yellow fin","Herblore,Sailing","Cooking,Herblore,Sailing",yes,medium,"Herblore secondary (extreme energy potion) cut from yellowfin; added Cooking (matches haddock eye/marlin scales).",,
32399,"Sailors' amulet","Misc,Sailing","Sailing,Teleports",yes,medium,"Amulet teleporting to Sailing ports; dropped Misc (teleport rule).",,
32451,"Crate of fish","Fishing,Sailing","Sailing",yes,medium,"Sailing courier-task cargo crate; dropped Fishing (cargo contents don't make it a Fishing item; also 32612/32753).",,
32879,"Aquanite hopper","Mining + Smithing,Range","Range",yes,medium,"Finished smithed ranged offhand; dropped Mining + Smithing (finished-gear rule).",,
32907,"Ironwood logs","Construction,Sailing,Woodcutting + Firemaking","Sailing,Woodcutting + Firemaking",yes,medium,"Chopped/burnable boat-wood logs; dropped Construction (planks/hulls are the Construction step; matches camphor; also rosewood 32910).",,
32921,"Jar of feathers","Cosmetics,Sailing","Construction",yes,high,"Shellbane Gryphon boss-lair display jar (Achievement Gallery); jar-family rule (dropped Cosmetics/Sailing).",,
32926,"Serving platter","Misc","Cosmetics",yes,medium,"2025 Christmas event item; corrected Misc (holiday-event rule).",,
33005,"Myreque quest lamp","Misc,Quests","Quests",yes,medium,"Deadman quest-completion lamp; dropped Misc (quest-lamp family normalisation; also 33007).",,
33010,"Ruinous powers (Deadman Mode)","Misc,Prayer","Prayer",yes,medium,"Tome unlocking Ruinous Powers prayers; dropped Misc (matches the non-Deadman version).",,
33015,"Annihilation blueprints","Construction","Construction",no,medium,"POH Wilderness-theme house-style unlock; kept Construction as tagged -- Cosmetics-vs-Construction call for you.",,
33035,"Toxic staff (uncharged)","Mage","Cosmetics,Mage",yes,medium,"Deadman cosmetic variant (uncharged); added Cosmetics to match the charged version.",,
33054,"Sigil of the gods","Mage,Misc","Mage,Misc",no,medium,"Deadman combat sigil boosting god (Magic) spell damage -- kept skill tag; whole sigil family is a treatment call for you.",,
33062,"Sigil of efficiency","Farming,Fishing,Fletching,Misc","Farming,Fishing,Misc,Woodcutting + Firemaking",yes,medium,"Deadman sigil doubling Woodcutting/Fishing/Farming; corrected the erroneous Fletching tag to Woodcutting + Firemaking.",,
33063,"Starter cape","Melee,Misc","Melee,Misc",no,medium,"Deadman all-style starter cape (bonus to every style) -- kept as tagged; all-style-accessory rule call.",,
33109,"Cooked t-bone steak","Cooking,Melee","Cooking",yes,medium,"Cooked food that heals 9 HP (below 12 threshold); dropped Melee (cooked-food rule -> Cooking only).",,
33118,"Abyssal potato","Melee,Quests","Melee",yes,medium,"+1 Strength boost food; dropped Quests (repeatable harvest, not a quest item).",,
33120,"Perfected quetzal whistle(i)","Hunter,Misc","Teleports",yes,medium,"Quetzal Transport System teleport device; dropped Hunter/Misc (quetzal-whistle family rule).",,
33172,"Avernic treads (max)","Melee,Misc","Melee,Misc",no,medium,"LMS all-style boot (Primordial/Pegasian/Eternal) -- kept as tagged; all-style-accessory rule call.",,
33227,"Evil eye","Misc","Misc",no,medium,"League relic boss/raid teleport pendant -- kept Misc (League family); Teleports candidate (also 33233 Map of alacrity, 33235 Clue contract).",,
33247,"V's helm","Melee,Slayer","Melee,Slayer",no,medium,"Echo Dagannoth Kings all-style helm -- kept as tagged; questionable Slayer tag + all-style call.",,
33305,"Demonic axe ornament kit","Cosmetics,Melee","Cosmetics",yes,high,"Ornament kit; dropped functional tab (ornament-kit applicator rule; also 33308 staff, 33311 trident).",,
33314,"Trident of the swamp (o)","Cosmetics,Mage","Cosmetics,Mage",no,high,"Functional Mage staff with cosmetic ornament -- kept functional tab (kitted-gear rule; representative of the (o) family).",,
33362,"Demonic pacts throne scroll","Construction,Cosmetics","Cosmetics",yes,high,"POH throne cosmetic recolour scroll; dropped Construction (POH-recolour applicator rule; also 33368 butler scroll).",,
33384,"Gem pouch","Crafting,Misc","Crafting,Mining + Smithing,Misc",yes,medium,"Crafted gem-storage container holding mined uncut gems; added Mining + Smithing to match the gem sack (gem-container family; also 33387/33390).",,
